-175,6.27034403902367,0.195344146114327
-165,6.23795300983496,0.205933587195009
-155,6.47037302673998,0.210156401416267
-145,6.95195707428556,0.23931338403748
-135,7.04905403556302,0.252988797795679
-125,7.35350245540826,0.254584708389824
-115,7.23084323674297,0.23927981813744
-105,7.30598029379155,0.242394702466709
-95,7.09741956056353,0.241302634650604
-85,7.54399139453228,0.267792329585078
-75,7.02053519933554,0.273637204333311
-65,7.31217092910968,0.243804030853802
-55,7.77410595291756,0.240466749251186
-45,7.72114948098351,0.250236473567733
-35,7.52267535069096,0.254301798136953
-25,7.90084757466461,0.254105842256954
-15,7.58399505567421,0.355796756610289
-5,7.11036207073832,0.241284787484074
5,7.30733254529837,0.266102116554019
15,7.43334280626225,0.314310688762793
25,7.95048834392255,0.286160233941451
35,7.95487645799825,0.322654465419608
45,8.10399362058506,0.292980326152689
55,7.33661530165037,0.239001697004086
65,7.65634588446517,0.241554906112395
75,6.80711358659812,0.209205304232192
85,7.1100397312752,0.221802326343821
95,6.86390877879663,0.225964734240669
105,6.83777673020145,0.228060862875166
115,6.68545992391175,0.25968547398679
125,6.95178214736512,0.221529988146184
135,6.93370667883649,0.237572357266958
145,6.4946415517899,0.238592458429049
155,6.97465285195385,0.232105532541918
165,6.40556565329259,0.215870264421912
175,6.25111529550935,0.19223337397023
